Mr Antony Kabaghe ,Zambia Chamber of Commerce and Industry (ZACCI),President
Ms Patience Sakuringwa ,Zambia Chamber of Small and Medium Business Association (ZCSMBA),Executive Secretary
Lowani Chibesakunda ,American Chamber of Commerce in Zambia (AmCham),President 
Tim Ware,British Chamber of Commerce in Zambia (BCC),Chairperson
Mr. Lie Tie,Chinese Chamber of Commerce in Zambia (CCCZ),President 
