Mr. John Paton,British Chamber of Commerce ,CEO
Mr. Julius Kaoma,UMCIL Kafue Steel,DIRECTOR
Mr. Richard Franklin,Zambeef Group,GENERAL MANAGER
Mr. Lux Subramaniam,Trade Kings Group,GROUP GENERAL MANAGER
Mr. Mohammed Umar,Pharmanova,CEO
Mr. Mohamed Taib,Pembe Milling,MANAGING DIRECTOR
Oswald Magwenzi,Zambia Sugar Plc,CEO
Naveen Varghese,Afripak (Z) Limited,DIRECTOR
Mr. Mike Mallett,Parmalat ,COUNTRY MANAGER
