Mr. Paul Y. Kalumba,Association of Bureau De Change,President
Ms. Jessica Chomba,Zambia Development Agency,Director-Investments
Dr. Nkaka Mwashika,Insurers' Association of Zambia,EXECUTIVE DIRECTOR
Mr. Michael Mbulo ,Rural Finance Expansion Programme, Programme Coordinator
